SWN Append,KEYWORD,L,S,ADJ DEG,X,Z,QUADRANT,Sextant,Sector,Design ID (WindChill)
es1-dt287.1,DRIFT,0.156,2272.6019,213.3947221,519.1274775,342.2328954,NE,1,1,
es1-q287,QUADRUPOLE,0.5,2272.9769,213.4292538,518.9094823,342.5380234,NE,1,1,
es1-dt287.2,DRIFT,0.064,2273.1659,213.4466584,518.7996127,342.6918079,NE,1,1,
es1-ks287,HKICKER,0.2,2273.3659,213.4650763,518.6833486,342.8545428,NE,1,1,
es1-cm286,MULTIPOLE,0,2273.75262,213.5006909,518.4585376,343.1692108,NE,1,1,
es1-dt286,MULTIPOLE,0,2273.75262,213.5006909,518.4585376,343.1692108,NE,1,1,
es1-cm286,DRIFT,0.386724641,2273.75262,213.5006909,518.4585376,343.1692108,NE,1,1,
es1-dt286,DRIFT,0.386724641,2273.75262,213.5006909,518.4585376,343.1692108,NE,1,1,
es1-cm284,MULTIPOLE,0,2276.4787,213.751741,516.8623133,345.3790745,NE,1,1,
es1-dv284,MULTIPOLE,0,2276.4787,213.751741,516.8623133,345.3790745,NE,1,1,
es1-cm284,SBEND,2.726077105,2276.4787,213.751741,516.8623133,345.3790745,NE,1,1,
es1-dv284,SBEND,2.726077105,2276.4787,213.751741,516.8623133,345.3790745,NE,1,1,
es1-cm283,MULTIPOLE,0,2276.7371,213.7755373,516.7099225,345.5877556,NE,1,1,
es1-dt283,MULTIPOLE,0,2276.7371,213.7755373,516.7099225,345.5877556,NE,1,1,
es1-cm283,DRIFT,0.258400373,2276.7371,213.7755373,516.7099225,345.5877556,NE,1,1,
es1-dt283,DRIFT,0.258400373,2276.7371,213.7755373,516.7099225,345.5877556,NE,1,1,
es1-cm282.1,MULTIPOLE,0,2277.6285,213.8576275,516.1829996,346.3067453,NE,1,1,
es1-dv282,MULTIPOLE,0,2277.6285,213.8576275,516.1829996,346.3067453,NE,1,1,
es1-cm282.1,SBEND,0.891400429,2277.6285,213.8576275,516.1829996,346.3067453,NE,1,1,
es1-dv282,SBEND,0.891400429,2277.6285,213.8576275,516.1829996,346.3067453,NE,1,1,
es1-cm282.2,MULTIPOLE,0,2277.8869,213.881424,516.0299004,346.5149072,NE,1,1,
es1-dt282,MULTIPOLE,0,2277.8869,213.881424,516.0299004,346.5149072,NE,1,1,
es1-cm282.2,DRIFT,0.258400373,2277.8869,213.881424,516.0299004,346.5149072,NE,1,1,
es1-dt282,DRIFT,0.258400373,2277.8869,213.881424,516.0299004,346.5149072,NE,1,1,
es1-cm279,MULTIPOLE,0,2280.61298,214.1324688,514.4033472,348.7025439,NE,1,1,
es1-dv279,MULTIPOLE,0,2280.61298,214.1324688,514.4033472,348.7025439,NE,1,1,
es1-cm279,SBEND,2.726077105,2280.61298,214.1324688,514.4033472,348.7025439,NE,1,1,
es1-dv279,SBEND,2.726077105,2280.61298,214.1324688,514.4033472,348.7025439,NE,1,1,
es1-dt279.1,DRIFT,0.5,2281.11298,214.1785139,514.1029323,349.1022324,NE,1,1,
es1-sx279,SEXTUPOLE,0.24,2281.35298,214.2006168,513.9587332,349.2940829,NE,1,1,
es1-dt279.2,DRIFT,0.104,2281.45698,214.210195,513.8962469,349.3772181,NE,1,1,
es1-sx278,SEXTUPOLE,0.24,2281.69698,214.2322991,513.7520478,349.5690686,NE,1,1,
es1-dt278.1,DRIFT,0.156,2281.85298,214.2466672,513.6583183,349.6937714,NE,1,1,
es1-q278,QUADRUPOLE,0.5,2282.22798,214.2812072,513.4330072,349.9935378,NE,1,1,
es1-dt278.2,DRIFT,0.064,2282.41698,214.2986161,513.3194503,350.14462,NE,1,1,
es1-ks277,VKICKER,0.2,2282.61698,214.3170388,513.1992844,350.3044954,NE,1,1,
es1-cm277,MULTIPOLE,0,2283.0037,214.3526628,512.9669287,350.6136342,NE,1,1,
es1-dt277,MULTIPOLE,0,2283.0037,214.3526628,512.9669287,350.6136342,NE,1,1,
es1-cm277,DRIFT,0.386724641,2283.0037,214.3526628,512.9669287,350.6136342,NE,1,1,
es1-dt277,DRIFT,0.386724641,2283.0037,214.3526628,512.9669287,350.6136342,NE,1,1,
es1-cm274.1,MULTIPOLE,0,2285.72978,214.6037789,511.3177244,352.7842457,NE,1,1,
es1-dv274,MULTIPOLE,0,2285.72978,214.6037789,511.3177244,352.7842457,NE,1,1,
es1-cm274.1,SBEND,2.726077105,2285.72978,214.6037789,511.3177244,352.7842457,NE,1,1,
es1-dv274,SBEND,2.726077105,2285.72978,214.6037789,511.3177244,352.7842457,NE,1,1,
es1-cm274.2,MULTIPOLE,0,2285.98818,214.6275813,511.1603311,352.9891801,NE,1,1,
es1-dt274,MULTIPOLE,0,2285.98818,214.6275813,511.1603311,352.9891801,NE,1,1,
es1-cm274.2,DRIFT,0.258400373,2285.98818,214.6275813,511.1603311,352.9891801,NE,1,1,
es1-dt274,DRIFT,0.258400373,2285.98818,214.6275813,511.1603311,352.9891801,NE,1,1,
es1-cm273.1,MULTIPOLE,0,2286.87958,214.7096929,510.6161731,353.6952155,NE,1,1,
es1-dv273,MULTIPOLE,0,2286.87958,214.7096929,510.6161731,353.6952155,NE,1,1,
es1-cm273.1,SBEND,0.891400429,2286.87958,214.7096929,510.6161731,353.6952155,NE,1,1,
es1-dv273,SBEND,0.891400429,2286.87958,214.7096929,510.6161731,353.6952155,NE,1,1,
es1-cm273.2,MULTIPOLE,0,2287.13798,214.7334957,510.4580841,353.8996138,NE,1,1,
es1-dt273,MULTIPOLE,0,2287.13798,214.7334957,510.4580841,353.8996138,NE,1,1,
es1-cm273.2,DRIFT,0.258400373,2287.13798,214.7334957,510.4580841,353.8996138,NE,1,1,
es1-dt273,DRIFT,0.258400373,2287.13798,214.7334957,510.4580841,353.8996138,NE,1,1,
es1-cm270,MULTIPOLE,0,2289.86406,214.9846054,508.7790974,356.0472714,NE,1,1,
es1-dv270,MULTIPOLE,0,2289.86406,214.9846054,508.7790974,356.0472714,NE,1,1,
es1-cm270,SBEND,2.726077105,2289.86406,214.9846054,508.7790974,356.0472714,NE,1,1,
es1-dv270,SBEND,2.726077105,2289.86406,214.9846054,508.7790974,356.0472714,NE,1,1,
es1-dt270,DRIFT,0.5,2290.36406,215.0306624,508.4691037,356.4395772,NE,1,1,
es1-dt269.1,DRIFT,0.1721,2290.53616,215.0465162,508.3624038,356.5746089,NE,1,1,
es1-sx269,SEXTUPOLE,0.24,2290.77616,215.0686257,508.2136068,356.7629157,NE,1,1,
es1-dt269.2,DRIFT,0.1721,2290.94826,215.0844807,508.106907,356.8979474,NE,1,1,
es1-dt269.3,DRIFT,0.156,2291.10426,215.0988529,508.010189,357.0203468,NE,1,1,
es1-q269,QUADRUPOLE,0.5,2291.47926,215.1334031,507.7776937,357.3145762,NE,1,1,
es1-dt268.1,DRIFT,0.064,2291.66826,215.1508173,507.660516,357.4628678,NE,1,1,
es1-ks268,HKICKER,0.2,2291.86826,215.1692456,507.5365186,357.6197902,NE,1,1,
es1-cm268,MULTIPOLE,0,2292.25498,215.2048809,507.2967541,357.9232189,NE,1,1,
es1-dt268.2,MULTIPOLE,0,2292.25498,215.2048809,507.2967541,357.9232189,NE,1,1,
es1-cm268,DRIFT,0.386724641,2292.25498,215.2048809,507.2967541,357.9232189,NE,1,1,
es1-dt268.2,DRIFT,0.386724641,2292.25498,215.2048809,507.2967541,357.9232189,NE,1,1,
es1-cm265.1,MULTIPOLE,0,2294.98106,215.4560762,505.5955346,360.0533084,NE,1,1,
es1-dv265,MULTIPOLE,0,2294.98106,215.4560762,505.5955346,360.0533084,NE,1,1,
es1-cm265.1,SBEND,2.726077105,2294.98106,215.4560762,505.5955346,360.0533084,NE,1,1,
es1-dv265,SBEND,2.726077105,2294.98106,215.4560762,505.5955346,360.0533084,NE,1,1,
es1-cm265.2,MULTIPOLE,0,2295.23946,215.4798861,505.4332309,360.2543762,NE,1,1,
es1-dt265,MULTIPOLE,0,2295.23946,215.4798861,505.4332309,360.2543762,NE,1,1,
es1-cm265.2,DRIFT,0.258400373,2295.23946,215.4798861,505.4332309,360.2543762,NE,1,1,
es1-dt265,DRIFT,0.258400373,2295.23946,215.4798861,505.4332309,360.2543762,NE,1,1,
es1-cm264.1,MULTIPOLE,0,2296.13086,215.5620234,504.8721561,360.9470443,NE,1,1,
es1-dv264,MULTIPOLE,0,2296.13086,215.5620234,504.8721561,360.9470443,NE,1,1,
es1-cm264.1,SBEND,0.891400429,2296.13086,215.5620234,504.8721561,360.9470443,NE,1,1,
es1-dv264,SBEND,0.891400429,2296.13086,215.5620234,504.8721561,360.9470443,NE,1,1,
es1-cm264.2,MULTIPOLE,0,2296.38926,215.5858337,504.7091699,361.1475593,NE,1,1,
es1-dt264,MULTIPOLE,0,2296.38926,215.5858337,504.7091699,361.1475593,NE,1,1,
es1-cm264.2,DRIFT,0.258400373,2296.38926,215.5858337,504.7091699,361.1475593,NE,1,1,
es1-dt264,DRIFT,0.258400373,2296.38926,215.5858337,504.7091699,361.1475593,NE,1,1,
es1-cm261,MULTIPOLE,0,2299.11534,215.8370214,502.9787319,363.2539813,NE,1,1,
es1-dv261,MULTIPOLE,0,2299.11534,215.8370214,502.9787319,363.2539813,NE,1,1,
es1-cm261,SBEND,2.726077105,2299.11534,215.8370214,502.9787319,363.2539813,NE,1,1,
es1-dv261,SBEND,2.726077105,2299.11534,215.8370214,502.9787319,363.2539813,NE,1,1,
es1-dt260.1,DRIFT,0.5,2299.61534,215.8830927,502.6593407,363.638675,NE,1,1,
es1-sx260.1,SEXTUPOLE,0.24,2299.85534,215.9052087,502.5060329,363.823328,NE,1,1,
es1-dt260.2,DRIFT,0.104,2299.95934,215.9147926,502.4395995,363.9033443,NE,1,1,
es1-sx260.2,SEXTUPOLE,0.24,2300.19934,215.9369103,502.2862917,364.0879973,NE,1,1,
es1-dt260.3,DRIFT,0.156,2300.35534,215.9512873,502.1866417,364.2080217,NE,1,1,
es1-q259,QUADRUPOLE,0.5,2300.73034,215.9858495,501.9470983,364.496542,NE,1,1,
es1-dt259,DRIFT,0.064,2300.91934,216.0032698,501.8263684,364.6419562,NE,1,1,
es1-ks259,VKICKER,0.2,2301.11934,216.0217048,501.6986119,364.7958337,NE,1,1,
es1-cm258,MULTIPOLE,0,2301.50606,216.0573533,501.451579,365.0933748,NE,1,1,
es1-dt258,MULTIPOLE,0,2301.50606,216.0573533,501.451579,365.0933748,NE,1,1,
es1-cm258,DRIFT,0.386724641,2301.50606,216.0573533,501.451579,365.0933748,NE,1,1,
es1-dt258,DRIFT,0.386724641,2301.50606,216.0573533,501.451579,365.0933748,NE,1,1,
es1-cm256.1,MULTIPOLE,0,2304.23214,216.308641,499.6993396,367.1816962,NE,1,1,
es1-dv256,MULTIPOLE,0,2304.23214,216.308641,499.6993396,367.1816962,NE,1,1,
es1-cm256.1,SBEND,2.726077105,2304.23214,216.308641,499.6993396,367.1816962,NE,1,1,
es1-dv256,SBEND,2.726077105,2304.23214,216.308641,499.6993396,367.1816962,NE,1,1,
es1-cm256.2,MULTIPOLE,0,2304.49054,216.3324595,499.5322204,367.3787798,NE,1,1,
es1-dt256,MULTIPOLE,0,2304.49054,216.3324595,499.5322204,367.3787798,NE,1,1,
es1-cm256.2,DRIFT,0.258400373,2304.49054,216.3324595,499.5322204,367.3787798,NE,1,1,
es1-dt256,DRIFT,0.258400373,2304.49054,216.3324595,499.5322204,367.3787798,NE,1,1,
es1-cm255,MULTIPOLE,0,2305.38194,216.4146268,498.9545571,368.0576753,NE,1,1,
es1-dv255,MULTIPOLE,0,2305.38194,216.4146268,498.9545571,368.0576753,NE,1,1,
es1-cm255,SBEND,0.891400429,2305.38194,216.4146268,498.9545571,368.0576753,NE,1,1,
es1-dv255,SBEND,0.891400429,2305.38194,216.4146268,498.9545571,368.0576753,NE,1,1,
es1-cm254,MULTIPOLE,0,2305.64034,216.4384459,498.786769,368.2541897,NE,1,1,
es1-dt254,MULTIPOLE,0,2305.64034,216.4384459,498.786769,368.2541897,NE,1,1,
es1-cm254,DRIFT,0.258400373,2305.64034,216.4384459,498.786769,368.2541897,NE,1,1,
es1-dt254,DRIFT,0.258400373,2305.64034,216.4384459,498.786769,368.2541897,NE,1,1,
es1-cm252,MULTIPOLE,0,2308.36642,216.6897249,497.005892,370.3181438,NE,1,1,
es1-dv252,MULTIPOLE,0,2308.36642,216.6897249,497.005892,370.3181438,NE,1,1,
es1-cm252,SBEND,2.726077105,2308.36642,216.6897249,497.005892,370.3181438,NE,1,1,
es1-dv252,SBEND,2.726077105,2308.36642,216.6897249,497.005892,370.3181438,NE,1,1,
es1-dt251.1,DRIFT,0.5,2308.86642,216.735813,496.6772902,370.6950003,NE,1,1,
es1-dt251.2,DRIFT,0.1721,2309.03852,216.7516778,496.5641854,370.8247143,NE,1,1,
es1-sx251,SEXTUPOLE,0.24,2309.27852,216.773803,496.4064565,371.0056054,NE,1,1,
es1-dt251.3,DRIFT,0.1721,2309.45062,216.7896694,496.2933518,371.1353194,NE,1,1,
es1-dt250.1,DRIFT,0.156,2309.60662,216.8040521,496.190828,371.2528987,NE,1,1,
es1-q250,QUADRUPOLE,0.5,2309.98162,216.8386281,495.9443766,371.5355411,NE,1,1,
es1-dt250.2,DRIFT,0.064,2310.17062,216.8560555,495.8201651,371.6779928,NE,1,1,
es1-ks250,HKICKER,0.2,2310.37062,216.8744981,495.6887244,371.8287354,NE,1,1,
es1-cm249,MULTIPOLE,0,2310.75734,216.9101617,495.4345675,372.1202148,NE,1,1,
es1-dt249,MULTIPOLE,0,2310.75734,216.9101617,495.4345675,372.1202148,NE,1,1,
es1-cm249,DRIFT,0.386724641,2310.75734,216.9101617,495.4345675,372.1202148,NE,1,1,
es1-dt249,DRIFT,0.386724641,2310.75734,216.9101617,495.4345675,372.1202148,NE,1,1,
es1-cm247,MULTIPOLE,0,2313.48342,217.1615551,493.6323333,374.1655464,NE,1,1,
es1-dv247,MULTIPOLE,0,2313.48342,217.1615551,493.6323333,374.1655464,NE,1,1,
es1-cm247,SBEND,2.726077105,2313.48342,217.1615551,493.6323333,374.1655464,NE,1,1,
es1-dv247,SBEND,2.726077105,2313.48342,217.1615551,493.6323333,374.1655464,NE,1,1,
es1-cm246,MULTIPOLE,0,2313.74182,217.1853836,493.4604964,374.3585304,NE,1,1,
es1-dt246,MULTIPOLE,0,2313.74182,217.1853836,493.4604964,374.3585304,NE,1,1,
es1-cm246,DRIFT,0.258400373,2313.74182,217.1853836,493.4604964,374.3585304,NE,1,1,
es1-dt246,DRIFT,0.258400373,2313.74182,217.1853836,493.4604964,374.3585304,NE,1,1,
es1-cm245.1,MULTIPOLE,0,2314.63322,217.2675853,492.8665826,375.0232562,NE,1,1,
es1-dv245,MULTIPOLE,0,2314.63322,217.2675853,492.8665826,375.0232562,NE,1,1,
es1-cm245.1,SBEND,0.891400429,2314.63322,217.2675853,492.8665826,375.0232562,NE,1,1,
es1-dv245,SBEND,0.891400429,2314.63322,217.2675853,492.8665826,375.0232562,NE,1,1,
es1-cm245.2,MULTIPOLE,0,2314.89162,217.2914144,492.6940907,375.215655,NE,1,1,
es1-dt245,MULTIPOLE,0,2314.89162,217.2914144,492.6940907,375.215655,NE,1,1,
es1-cm245.2,DRIFT,0.258400373,2314.89162,217.2914144,492.6940907,375.215655,NE,1,1,
es1-dt245,DRIFT,0.258400373,2314.89162,217.2914144,492.6940907,375.215655,NE,1,1,
es1-cm242,MULTIPOLE,0,2317.6177,217.5427981,490.8638166,377.2359338,NE,1,1,
es1-dv242,MULTIPOLE,0,2317.6177,217.5427981,490.8638166,377.2359338,NE,1,1,
es1-cm242,SBEND,2.726077105,2317.6177,217.5427981,490.8638166,377.2359338,NE,1,1,
es1-dv242,SBEND,2.726077105,2317.6177,217.5427981,490.8638166,377.2359338,NE,1,1,
es1-dt242.1,DRIFT,0.5,2318.1177,217.5889054,490.5261964,377.6047326,NE,1,1,
es1-sx242,SEXTUPOLE,0.24,2318.3577,217.6110392,490.3641387,377.781756,NE,1,1,
es1-dt242.2,DRIFT,0.104,2318.4617,217.6206309,490.2939137,377.8584662,NE,1,1,
es1-sx241,SEXTUPOLE,0.24,2318.7017,217.6427667,490.131856,378.0354896,NE,1,1,
es1-dt241.1,DRIFT,0.156,2318.8577,217.6571558,490.0265184,378.1505549,NE,1,1,
es1-q241,QUADRUPOLE,0.5,2319.2327,217.6917474,489.7733033,378.427154,NE,1,1,
es1-dt241.2,DRIFT,0.064,2319.4217,217.7091829,489.6456828,378.5665599,NE,1,1,
es1-ks240,VKICKER,0.2,2319.6217,217.7276341,489.5106347,378.7140795,NE,1,1,
es1-cm240,MULTIPOLE,0,2320.00842,217.7633146,489.2495026,378.9993267,NE,1,1,
es1-dt240,MULTIPOLE,0,2320.00842,217.7633146,489.2495026,378.9993267,NE,1,1,
es1-cm240,DRIFT,0.386724641,2320.00842,217.7633146,489.2495026,378.9993267,NE,1,1,
es1-dt240,DRIFT,0.386724641,2320.00842,217.7633146,489.2495026,378.9993267,NE,1,1,
es1-cm237.1,MULTIPOLE,0,2322.7345,218.0148273,487.3983279,381.0004718,NE,1,1,
es1-dv237,MULTIPOLE,0,2322.7345,218.0148273,487.3983279,381.0004718,NE,1,1,
es1-cm237.1,SBEND,2.726077105,2322.7345,218.0148273,487.3983279,381.0004718,NE,1,1,
es1-dv237,SBEND,2.726077105,2322.7345,218.0148273,487.3983279,381.0004718,NE,1,1,
es1-cm237.2,MULTIPOLE,0,2322.9929,218.038667,487.2218738,381.1892433,NE,1,1,
es1-dt237,MULTIPOLE,0,2322.9929,218.038667,487.2218738,381.1892433,NE,1,1,
es1-cm237.2,DRIFT,0.258400373,2322.9929,218.038667,487.2218738,381.1892433,NE,1,1,
es1-dt237,DRIFT,0.258400373,2322.9929,218.038667,487.2218738,381.1892433,NE,1,1,
es1-cm236.1,MULTIPOLE,0,2323.8843,218.1209075,486.612057,381.8394105,NE,1,1,
es1-dv236,MULTIPOLE,0,2323.8843,218.1209075,486.612057,381.8394105,NE,1,1,
es1-cm236.1,SBEND,0.891400429,2323.8843,218.1209075,486.612057,381.8394105,NE,1,1,
es1-dv236,SBEND,0.891400429,2323.8843,218.1209075,486.612057,381.8394105,NE,1,1,
es1-cm236.2,MULTIPOLE,0,2324.1427,218.1447478,486.4349623,382.0275813,NE,1,1,
es1-dt236,MULTIPOLE,0,2324.1427,218.1447478,486.4349623,382.0275813,NE,1,1,
es1-cm236.2,DRIFT,0.258400373,2324.1427,218.1447478,486.4349623,382.0275813,NE,1,1,
es1-dt236,DRIFT,0.258400373,2324.1427,218.1447478,486.4349623,382.0275813,NE,1,1,
es1-cm233,MULTIPOLE,0,2326.86878,218.3962498,484.5563618,384.0030027,NE,1,1,
es1-dv233,MULTIPOLE,0,2326.86878,218.3962498,484.5563618,384.0030027,NE,1,1,
es1-cm233,SBEND,2.726077105,2326.86878,218.3962498,484.5563618,384.0030027,NE,1,1,
es1-dv233,SBEND,2.726077105,2326.86878,218.3962498,484.5563618,384.0030027,NE,1,1,
es1-dt233,DRIFT,0.5,2327.36878,218.4423787,484.2099207,384.3635281,NE,1,1,
es1-dt232.1,DRIFT,0.1721,2327.54088,218.458258,484.0906757,384.4876209,NE,1,1,
es1-sx232,SEXTUPOLE,0.24,2327.78088,218.4804035,483.924384,384.6606731,NE,1,1,
es1-dt232.2,DRIFT,0.1721,2327.95298,218.4962848,483.805139,384.784766,NE,1,1,
es1-dt232.3,DRIFT,0.156,2328.10898,218.510681,483.6970493,384.8972499,NE,1,1,
es1-q232,QUADRUPOLE,0.5,2328.48398,218.5452901,483.4372185,385.1676439,NE,1,1,
es1-dt231.1,DRIFT,0.064,2328.67298,218.5627345,483.3062638,385.3039225,NE,1,1,
es1-ks231,HKICKER,0.2,2328.87298,218.5811954,483.1676873,385.4481327,NE,1,1,
es1-cm231,MULTIPOLE,0,2329.2597,218.6168947,482.8997327,385.7269808,NE,1,1,
es1-dt231.2,MULTIPOLE,0,2329.2597,218.6168947,482.8997327,385.7269808,NE,1,1,
es1-cm231,DRIFT,0.386724641,2329.2597,218.6168947,482.8997327,385.7269808,NE,1,1,
es1-dt231.2,DRIFT,0.386724641,2329.2597,218.6168947,482.8997327,385.7269808,NE,1,1,
es1-cm228.1,MULTIPOLE,0,2331.98578,218.8685402,481.0007005,387.6827687,NE,1,1,
es1-dv228,MULTIPOLE,0,2331.98578,218.8685402,481.0007005,387.6827687,NE,1,1,
es1-cm228.1,SBEND,2.726077105,2331.98578,218.8685402,481.0007005,387.6827687,NE,1,1,
es1-dv228,SBEND,2.726077105,2331.98578,218.8685402,481.0007005,387.6827687,NE,1,1,
es1-cm228.2,MULTIPOLE,0,2332.24418,218.8923924,480.8197325,387.8672174,NE,1,1,
es1-dt228,MULTIPOLE,0,2332.24418,218.8923924,480.8197325,387.8672174,NE,1,1,
es1-cm228.2,DRIFT,0.258400373,2332.24418,218.8923924,480.8197325,387.8672174,NE,1,1,
es1-dt228,DRIFT,0.258400373,2332.24418,218.8923924,480.8197325,387.8672174,NE,1,1,
es1-cm227.1,MULTIPOLE,0,2333.13558,218.9746762,480.1943693,388.5024456,NE,1,1,
es1-dv227,MULTIPOLE,0,2333.13558,218.9746762,480.1943693,388.5024456,NE,1,1,
es1-cm227.1,SBEND,0.891400429,2333.13558,218.9746762,480.1943693,388.5024456,NE,1,1,
es1-dv227,SBEND,0.891400429,2333.13558,218.9746762,480.1943693,388.5024456,NE,1,1,
es1-cm227.2,MULTIPOLE,0,2333.39398,218.9985291,480.0127754,388.6862782,NE,1,1,
es1-dt227,MULTIPOLE,0,2333.39398,218.9985291,480.0127754,388.6862782,NE,1,1,
es1-cm227.2,DRIFT,0.258400373,2333.39398,218.9985291,480.0127754,388.6862782,NE,1,1,
es1-dt227,DRIFT,0.258400373,2333.39398,218.9985291,480.0127754,388.6862782,NE,1,1,
es1-cm224,MULTIPOLE,0,2336.12006,219.2501629,478.0869477,390.6156866,NE,1,1,
es1-dv224,MULTIPOLE,0,2336.12006,219.2501629,478.0869477,390.6156866,NE,1,1,
es1-cm224,SBEND,2.726077105,2336.12006,219.2501629,478.0869477,390.6156866,NE,1,1,
es1-dv224,SBEND,2.726077105,2336.12006,219.2501629,478.0869477,390.6156866,NE,1,1,
es1-dt223.1,DRIFT,0.5,2336.62006,219.296316,477.7318884,390.9677277,NE,1,1,
es1-sx223.1,SEXTUPOLE,0.24,2336.86006,219.3184723,477.5614599,391.1367074,NE,1,1,
es1-dt223.2,DRIFT,0.104,2336.96406,219.3280739,477.4876076,391.2099319,NE,1,1,
es1-sx223.2,SEXTUPOLE,0.24,2337.20406,219.3502327,477.3171791,391.3789116,NE,1,1,
es1-dt223.3,DRIFT,0.156,2337.36006,219.3646369,477.2064006,391.4887484,NE,1,1,
es1-q222,QUADRUPOLE,0.5,2337.73506,219.3992654,476.9401062,391.7527792,NE,1,1,
es1-dt222,DRIFT,0.064,2337.92406,219.4167198,476.8058938,391.8858507,NE,1,1,
es1-ks222,VKICKER,0.2,2338.12406,219.4351912,476.66387,392.0266671,NE,1,1,
es1-cm221,MULTIPOLE,0,2338.51078,219.4709114,476.3892497,392.298953,NE,1,1,
es1-dt221,MULTIPOLE,0,2338.51078,219.4709114,476.3892497,392.298953,NE,1,1,
es1-cm221,DRIFT,0.386724641,2338.51078,219.4709114,476.3892497,392.298953,NE,1,1,
es1-dt221,DRIFT,0.386724641,2338.51078,219.4709114,476.3892497,392.298953,NE,1,1,
es1-cm219.1,MULTIPOLE,0,2341.23686,219.7227034,474.443471,394.2082395,NE,1,1,
es1-dv219,MULTIPOLE,0,2341.23686,219.7227034,474.443471,394.2082395,NE,1,1,
es1-cm219.1,SBEND,2.726077105,2341.23686,219.7227034,474.443471,394.2082395,NE,1,1,
es1-dv219,SBEND,2.726077105,2341.23686,219.7227034,474.443471,394.2082395,NE,1,1,
es1-cm219.2,MULTIPOLE,0,2341.49526,219.7465694,474.258095,394.3882575,NE,1,1,
es1-dt219,MULTIPOLE,0,2341.49526,219.7465694,474.258095,394.3882575,NE,1,1,
es1-cm219.2,DRIFT,0.258400373,2341.49526,219.7465694,474.258095,394.3882575,NE,1,1,
es1-dt219,DRIFT,0.258400373,2341.49526,219.7465694,474.258095,394.3882575,NE,1,1,
es1-cm218,MULTIPOLE,0,2342.38666,219.8289009,473.6175513,395.008175,NE,1,1,
es1-dv218,MULTIPOLE,0,2342.38666,219.8289009,473.6175513,395.008175,NE,1,1,
es1-cm218,SBEND,0.891400429,2342.38666,219.8289009,473.6175513,395.008175,NE,1,1,
es1-dv218,SBEND,0.891400429,2342.38666,219.8289009,473.6175513,395.008175,NE,1,1,
es1-cm217,MULTIPOLE,0,2342.64506,219.8527677,473.4315644,395.1875618,NE,1,1,
es1-dt217,MULTIPOLE,0,2342.64506,219.8527677,473.4315644,395.1875618,NE,1,1,
es1-cm217,DRIFT,0.258400373,2342.64506,219.8527677,473.4315644,395.1875618,NE,1,1,
es1-dt217,DRIFT,0.258400373,2342.64506,219.8527677,473.4315644,395.1875618,NE,1,1,
es1-cm215,MULTIPOLE,0,2345.37114,220.1045471,471.4596361,397.0698286,NE,1,1,
es1-dv215,MULTIPOLE,0,2345.37114,220.1045471,471.4596361,397.0698286,NE,1,1,
es1-cm215,SBEND,2.726077105,2345.37114,220.1045471,471.4596361,397.0698286,NE,1,1,
es1-dv215,SBEND,2.726077105,2345.37114,220.1045471,471.4596361,397.0698286,NE,1,1,
es1-dt214.1,DRIFT,0.5,2345.87114,220.1507269,471.0961663,397.4131793,NE,1,1,
es1-dt214.2,DRIFT,0.1721,2346.04324,220.166624,470.97106,397.5313606,NE,1,1,
es1-sx214,SEXTUPOLE,0.24,2346.28324,220.1887947,470.7965945,397.696169,NE,1,1,
es1-dt214.3,DRIFT,0.1721,2346.45534,220.2046942,470.6714882,397.8143503,NE,1,1,
es1-dt213.1,DRIFT,0.156,2346.61134,220.2191071,470.5580857,397.9214757,NE,1,1,
es1-q213,QUADRUPOLE,0.5,2346.98634,220.2537569,470.2854833,398.1789888,NE,1,1,
es1-dt213.2,DRIFT,0.064,2347.17534,220.2712222,470.1480917,398.3087754,NE,1,1,
es1-ks213,HKICKER,0.2,2347.37534,220.2897052,470.0027038,398.4461157,NE,1,1,
es1-cm212,MULTIPOLE,0,2347.76206,220.3254482,469.7215784,398.71168,NE,1,1,
es1-dt212,MULTIPOLE,0,2347.76206,220.3254482,469.7215784,398.71168,NE,1,1,
es1-cm212,DRIFT,0.386724641,2347.76206,220.3254482,469.7215784,398.71168,NE,1,1,
es1-dt212,DRIFT,0.386724641,2347.76206,220.3254482,469.7215784,398.71168,NE,1,1,
es1-cm210,MULTIPOLE,0,2350.48814,220.5774006,467.7301917,400.5733482,NE,1,1,
es1-dv210,MULTIPOLE,0,2350.48814,220.5774006,467.7301917,400.5733482,NE,1,1,
es1-cm210,SBEND,2.726077105,2350.48814,220.5774006,467.7301917,400.5733482,NE,1,1,
es1-dv210,SBEND,2.726077105,2350.48814,220.5774006,467.7301917,400.5733482,NE,1,1,
es1-cm209,MULTIPOLE,0,2350.74654,220.6012817,467.5405159,400.74883,NE,1,1,
es1-dt209,MULTIPOLE,0,2350.74654,220.6012817,467.5405159,400.74883,NE,1,1,
es1-cm209,DRIFT,0.258400373,2350.74654,220.6012817,467.5405159,400.74883,NE,1,1,
es1-dt209,DRIFT,0.258400373,2350.74654,220.6012817,467.5405159,400.74883,NE,1,1,
es1-cm208.1,MULTIPOLE,0,2351.63794,220.6836655,466.8851666,401.3530743,NE,1,1,
es1-dv208,MULTIPOLE,0,2351.63794,220.6836655,466.8851666,401.3530743,NE,1,1,
es1-cm208.1,SBEND,0.891400429,2351.63794,220.6836655,466.8851666,401.3530743,NE,1,1,
